Code article,LIBELLE ARTICLE,FAMILLE ARTICLE,CONDITION,PU HT
35206,CREME GLAC.CHOC/PRAL/CAR/PEC 500ML H-DZ,SURGELES,POT,"6,08"
35207,CREME GLAC.CARAM/BEUR SALE 500ML H-DZ,SURGELES,POT,"6,08"
35209,CREME GLAC.DARK CHOCO 500ML H-DZ,SURGELES,POT,"5,78"
35210,CREME GLAC.COOKI & CREAM 100MLX24 H-DZ,SURGELES,CARTO,"42,05"
35211,CREME GL. COOKIES DOUGH CHIP H-DZ  500ML,SURGELES,POT,"5,99"
35213,CREME GL. STRAWBERRY/CREAM  500ML H-DZ,SURGELES,POT,"5,92"
35214,CREME GL.CARAMEL SPECULOS 500ML H-DZ,SURGELES,POT,"5,99"
35215,CREME GL.MANGO/RASPBERRY  500ML H-DZ,SURGELES,POT,"5,99"
35237,CREME GLAC. NOIX MACADAMIA 100MLX 24 HDZ,SURGELES,CARTO,"42,46"
35238,CITRON GIVRE 150 ML X 10 SG,SURGELES,BOITE,"13,72"
35239,COCO GIVRE 150ML BTE X 10PCS,SURGELES,BOITE,"13,72"
35240,GLACE FRIGECREME 2.5L,SURGELES,BAC,"11,13"
35241,ORANGE GIVREE 150 ML  X 10 PCS,SURGELES,BOITE,"13,72"
35245,GLACE ARTISANALE GDA 2.5L,SURGELES,BAC,"18,90"
35250,GLACE FRIGECREME 5L,SURGELES,BAC,"15,30"
35294,BARRE MARS GLACÉE 51ML X 24 SG,SURGELES,BOITE,"16,06"
35297,BARRE SNICKERS GLACÉE 53ML X 24 SG,SURGELES,BOITE,"16,06"
35298,BARRE TWIX GLACÉE 50 ML X 24 SG,SURGELES,BOITE,"16,06"
35299,BARRE BOUNTY GLACÉE 50 ML X 24 SG,SURGELES,BOITE,"16,06"
35300,COCKTAIL FRUITS DE MER SG - 1 KG,SURGELES,UNI,"11,99"
35301,BATONNET ICHOC AMANDE 120 ML X 20 SG,SURGELES,BOITE,"19,00"
35302,BATONNET ICHOC CHOC BLANC 120 ML X 20 SG,SURGELES,BOITE,"19,00"
35303,BATONNET ICHOC TRIPLE 90 ML X 20 SG,SURGELES,BOITE,"19,00"
35304,BATONNET M&MS PEANUT 82 ML X 25 SG,SURGELES,BOITE,"34,50"
35305,CONE SENSATION VANILLE 120 ML X 16 SG,SURGELES,BOITE,"14,50"
35306,CONE SENSATION CHOCOLAT 120 ML X 16 SG,SURGELES,BOITE,"14,50"
35307,CONE SENSATION FRAISE VANIL 120 ML X 16,SURGELES,BOITE,"14,50"
35308,BATONNET ASTERIX PAF 75 ML X 20 SG,SURGELES,BOITE,"16,30"
35309,TUBE SQUEEZ UP COLA 110 ML X 24 SG,SURGELES,BOITE,"17,30"
35310,MOULES ENT CUITES S/VIDE 60/80 - 1KG SG,SURGELES,SAC,"4,69"
35313,PUSH UP CONFETTI'S 80 ML X 24 SG,SURGELES,BOITE,"26,10"
35314,BATONNET SATELITE 60 ML X 24 SG,SURGELES,BOITE,"19,30"
35315,CREME GL. STRAWBERRY/CREAM 100MLX24 H-DZ,SURGELES,CARTO,"43,04"
35320,NOIX DE ST JACQUES A/CORAIL 10/20 - 1K,SURGELES,SAC,"41,10"
35321,NOIX DE ST JACQUES S/CORAIL 10/20 - 1K,SURGELES,SAC,"43,45"
35326,CALAMAR CRU ENT.VIDE 800GR,SURGELES,SAC,"6,65"
35330,GAMBAS 16/20 ELEV.SG - BTE 1KG,SURGELES,BOITE,"21,86"
35331,GAMBAS BLACK TIGER 10/15 SAC 2KG,SURGELES,BOITE,"35,20"
35332,CREVETTES 10/20 SAUVAGE 2KG SG,SURGELES,BOITE,"32,25"
35340,COLIN ALASKA PORTIONS PANEES 100G - C 5K,SURGELES,CARTO,"45,45"
35345,DOS DE CABILLAUD 140/160G -  C 5K,SURGELES,CARTO,"59,82"
35346,FILET ROUGET 80/120 G - 1 KG,SURGELES,SAC,"18,57"
35347,DOS DE COLIN ALASKA 120/140G -  C 5K,SURGELES,CARTO,"39,89"
35348,SOUPE POISSON CONCENTREE 1 KG,SURGELES,CARTO,"4,46"
35349,FILET ST PIERRE 200/300G -  C 5KG,SURGELES,CARTO,"86,53"
35351,TARTARE DE DORADE 300G X6 - C1.8KG SG,SURGELES,CARTO,"48,69"
35354,PAUPIETTE SAUMON 125G C 5KG,SURGELES,CARTO,"46,04"
35355,PAVE DE SAUMON A/PEAU 180G SG - 3KG,SURGELES,SAC,"64,90"
35358,TARTARE DE SAUMON 200G X6 - C1.2KG SG,SURGELES,CARTO,"31,36"
35359,TARTARE DE THON 200G X 6 - C1.2KG SG,SURGELES,CARTO,"30,35"
35360,BEIGNET CALAMARS GIGAS ROMAINE - C 8K,SURGELES,CARTO,"40,29"
35361,SAMOSSAS CREVETTES 25G X 40 SG - SACHET,SURGELES,SACHE,"17,94"
35362,SAMOSSAS LEGUMES 25G X 40 SG - SACHET,SURGELES,SACHE,"14,03"
35366,FRITTO MISTO S/1KG C.5,SURGELES,CARTO,"80,64"
35380,DAURADE ROYALE ENT/ELEV.140/160G - C 5K,SURGELES,UNI,"28,99"
35390,CORDON BLEU DE DINDE 125G - 5 KG,SURGELES,CARTO,"32,73"
35393,ESCALOPE VEAU MILANAISE 160/200G - C 5KG,SURGELES,CARTO,"69,00"
35395,ESCALOPE DINDE VIENNOISE 125G - C 5KG,SURGELES,CARTO,"27,77"
35400,NUGGETS POULET CUITS SG 20 G - 5 KG,SURGELES,CARTO,"23,60"
35405,LAMELLES POULET ROTI SG - 1KG,SURGELES,SAC,"9,24"
35410,TRANCHET. POULET ROTI SG IQF - C 4KG,SURGELES,CARTO,"39,15"
35419,CHICKEN WINGS TEX MEX HALAL SG - 2.5 KG,SURGELES,SACHE,"19,11"
35427,AIGUILLETTES POULETS PANES SG C.5KG,SURGELES,CARTO,"46,27"
35428,ENTRECOTE 220G X 15 SG,SURGELES,KG,"20,41"
35429,BAVETTE ALOYAU S/V 180G X 20 SG,SURGELES,KG,"17,97"
35430,STEACK HACHE BOUCHER SG 180G 15% - 6KG,SURGELES,CARTO,"55,89"
35431,STEACK HACHE 15% 120G CHARAL SG C 6K,SURGELES,CARTO,"53,57"
35434,STEACK HACHE 100G 15% CHARAL SG - C 6K,SURGELES,CARTO,"55,20"
35438,STEACK HACHE BOUCHER SG 150G 15% - 6KG,SURGELES,CARTO,"54,99"
35439,TARTARE MINUTE 180G X16 SG CHARAL,SURGELES,CARTO,"47,07"
35440,LAMELLES KEBAB VE/DIN/PLT SG - 850G,SURGELES,SAC,"8,43"
35444,KEBAB POULET 8KG,SURGELES,SAC,"41,00"
35449,HACHE BOEUF HALLAL SG 1KG CHARAL,SURGELES,SAC,"7,07"
35451,HACHE BOEUF EGRENE SG 15% 1KG CHARAL,SURGELES,SAC,"9,39"
35452,HACHE BOEUF EGRENE SG 20% 1KG,SURGELES,SAC,"7,34"
35455,HACHE BOEUF EGRENE SG 20% HALAL 1KG,SURGELES,SAC,"9,32"
35480,MERGUEZ SURGELEE - 1 KG,SURGELES,SAC,"6,50"
35485,CARPACCIO ASSIETTE 4X75,SURGELES,CARTO,"22,20"
35490,CARPACCIO BOEUF ANGUS 70G X10 SG,SURGELES,CARTO,"19,87"
35491,SOURIS D'AGNEAU SG - KG,SURGELES,KG,"10,61"
35495,CARPACCIO DE BOEUF CHAROLAIS 70GX20,SURGELES,CARTO,"30,52"
35510,MELANGE 6 FRUITS ROUGES 1KG SG,SURGELES,SAC,"5,79"
35511,FRAISE 1KG SURGELES,SURGELES,SAC,"5,65"
35512,MYRTILLES SAUVAGES 1KG SG,SURGELES,SAC,"7,79"
35513,FRAMBOISES WILLIAMETTES 1KG SG,SURGELES,SAC,"5,90"
35514,ABRICOTS OREILLONS SURGELES 1KG,SURGELES,SAC,"5,89"
35515,RHUBARBE MORCEAUX SURGELES 1KG,SURGELES,SAC,"3,59"
35517,PECHES CUBES 1KG SG,SURGELES,SAC,"5,72"
35580,MINI MACARONS 10G - BTE 72 PIECES,SURGELES,CARTO,"33,70"
35588,TARTELETTES TATIN 120G X 18 SG,SURGELES,CARTO,"28,90"
35589,MINI FOND TARTELETTE DIA 4CM 9G X125PCES,SURGELES,CARTO,"27,94"
35591,FOND TARTE SUCRE BEURRE D10 CM 41GX45PCE,SURGELES,CARTO,"23,25"
35600,PERSILLADE SG SACHET 250G,SURGELES,SACHE,"1,80"
35605,CIBOULETTE  SG  SACHET 250 G,SURGELES,SACHE,"1,85"
35610,BASILIC SG SACHET 250G,SURGELES,SACHE,"1,69"
35620,AIL SURGELE - 250G,SURGELES,SACHE,"1,49"
35630,PERSIL SACHET 250G  SG,SURGELES,SACHE,"1,45"
35631,PERSIL SACHET SG 1KG,SURGELES,SACHE,"5,18"
35700,PLAQUE P/FEUILLETEE BEURRE 714G - C 14PL,SURGELES,CARTO,"67,13"
35712,BROWNIE 78G X 50 - CARTON - SG,SURGELES,CARTO,"58,07"
35715,MUFFIN DBLE CHOC EMB.INDIV. 75GX24 SG,SURGELES,CARTO,"23,26"
35720,DOONY'S SUCRE 49GX12,SURGELES,CARTO,"9,88"
35721,DOONY'S CHOCOLAT 55GX12,SURGELES,CARTO,"5,79"
35731,GAUFFRES DE BRUXELLES SG 85GX24,SURGELES,CARTO,"14,05"
35732,BEIGNETS CHOCO NOISETTE 75 G X 48 SG,SURGELES,CARTO,"18,17"
35742,MINI CHURROS POM'OIGNONS 10G SG - 1 KG,SURGELES,SACHE,"3,44"
35745,PROFITEROLE 32G X 60 SG,SURGELES,CARTO,"27,48"
35751,COULANT GOURMAND CHOCO SG 110GX27,SURGELES,CARTO,"31,05"
35753,NOUGAT GLACÉ 140 ML X 16 SG,SURGELES,CARTO,"25,89"
35754,DONUT FOURRÉ CHOCO/NOISETTE 69 G X 48 SG,SURGELES,CARTO,"19,20"
35755,MASCOTTE FOURRÉE CHOC/NOIS 140 G X 55 SG,SURGELES,CARTO,"39,11"
35756,DONUT SUCRÉ 49 G X 36 SG,SURGELES,CARTO,"18,53"
35757,DONUT FOURRÉ CHOCOLAT 70G X 48 SG,SURGELES,CARTO,"19,20"
35758,DONUT FOURRÉ FRAMBOISE 71G X 48 SG,SURGELES,CARTO,"19,20"
35760,CREPE SUCREE 22CM 80G X 32 SG,SURGELES,BOITE,"14,56"
35761,CREPE SUCREE 27CM X40 SG,SURGELES,BOITE,"19,65"
35779,TARTE TROPEZIENNE 600G SG,SURGELES,BOITE,"6,65"
35782,FLAN EPAIS PATISSIER 28CM - 2KG,SURGELES,BOITE,"8,20"
35783,TARTE NORMANDE 750G DECOUPEE X 10 SG,SURGELES,BOITE,"5,10"
35785,TARTE CITRON MERINGUEE SG 27CM 1KG,SURGELES,PIECE,"8,86"
35786,TARTE NORMANDE AUX FIGUES 27CM SG,SURGELES,BOITE,"8,66"
35801,PANINI BLANC SG 120G - CARTON 40 PIECES,SURGELES,CARTO,"13,36"
35802,PAIN CLUB 140 SG  - CARTON 50 PIECES,SURGELES,CARTO,"20,65"
35807,PETIT PAIN CARRE A L'ANC. SG 57GX120,SURGELES,CARTO,"22,37"
35809,FOND PIZZA SCE TOMATE 29 CM 285G X 32,SURGELES,CARTO,"46,19"
35814,PAINS HOT DOG P/DEC SG 85G X48 22CM,SURGELES,CARTO,"35,02"
35815,NUGGETS POULET HALLAL - C. 6X1KG,SURGELES,CARTO,"41,91"
35816,PAINS BAGNAT 150G X36 SG,SURGELES,CARTO,"17,49"
35817,FOCACCIA TRAD RONDE 80GX65 SG,SURGELES,CARTO,"40,45"
35818,PANECILLO 29CM 120 G X 72 SG,SURGELES,CARTO,"33,33"
35819,BAGUETTINE 140G X 50 PRECUITE SG,SURGELES,CARTO,"19,49"
35830,CIABATTA SANDWICH 160 G X 44 SG,SURGELES,CARTO,"23,54"
35850,CROQUE MONSIEUR SG 220 G - CX18,SURGELES,CARTO,"27,35"
35859,CROISSANT BEURRE  60G X70 SG,SURGELES,CARTO,"23,96"
35863,PAIN RAISINS MINI 30GX150,SURGELES,CARTO,"33,33"
35864,PAIN CHOCOLAT MINI 30 G X 150,SURGELES,CARTO,"27,68"
35867,PAIN CHOCOLAT BEUR. 75G X70 SG,SURGELES,CARTO,"26,22"
35869,CROISSANTS MINI 30 G X 150,SURGELES,CARTO,"26,06"
35880,BOUCHEES DE CAMEMBERT SG - 1 KG,SURGELES,CARTO,"13,12"
35885,QUICHES LORRAINE 180G X14,SURGELES,CARTO,"17,50"
35900,FARCIS NICOIS SG - SAC 2KG,SURGELES,CARTO,"51,52"
35920,RAVIOLIS A LA NICOISE SG 2KG,SURGELES,SAC,"40,90"
37718,COOKIES CHOCOLAT SG 76G X30,SURGELES,CARTO,"29,65"
37720,COOKIES 3 CHOC LAIT EMB.INDIV.106GX30 SG,SURGELES,CARTO,"32,75"
